CREATE TABLE "AwardsMisc" ("_name" VARCHAR(100) NOT NULL, "ID" TEXT, "award" TEXT, "_year" BIGINT, "lgID" TEXT, "note" TEXT, PRIMARY KEY ("_name"));
CREATE TABLE "HOF" ("_year" BIGINT, "hofID" VARCHAR(100) NOT NULL, "_name" TEXT, "category" TEXT, PRIMARY KEY ("hofID"));
CREATE TABLE "Teams" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "franchID" TEXT, "confID" TEXT, "divID" TEXT, "rank" BIGINT, "playoff" TEXT, "G" BIGINT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "OTL" TEXT, "Pts" BIGINT, "SoW" TEXT, "SoL" TEXT, "GF" BIGINT, "GA" BIGINT, "_name" TEXT, "PIM" TEXT, "BenchMinor" TEXT, "PPG" TEXT, "PPC" TEXT, "SHA" TEXT, "PKG" TEXT, "PKC" TEXT, "SHF" TEXT, PRIMARY KEY ("_year","tmID"));
CREATE TABLE "Coaches" ("coachID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "tmID" VARCHAR(100) NOT NULL, "lgID" TEXT, "stint" BIGINT NOT NULL, "notes" TEXT, "g" BIGINT, "w" BIGINT, "l" BIGINT, "t" BIGINT, "postg" TEXT, "postw" TEXT, "postl" TEXT, "postt" TEXT, PRIMARY KEY ("coachID","_year","tmID","stint"));
CREATE TABLE "AwardsCoaches" ("coachID" TEXT, "award" TEXT, "_year" BIGINT, "lgID" TEXT, "note" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Master" ("playerID" TEXT, "coachID" TEXT, "hofID" TEXT, "firstName" TEXT, "lastName" TEXT, "nameNote" TEXT, "nameGiven" TEXT, "nameNick" TEXT, "height" TEXT, "weight" TEXT, "shootCatch" TEXT, "legendsID" TEXT, "ihdbID" TEXT, "hrefID" TEXT, "firstNHL" TEXT, "lastNHL" TEXT, "firstWHA" TEXT, "lastWHA" TEXT, "pos" TEXT, "birthYear" TEXT, "birthMon" TEXT, "birthDay" TEXT, "birthCountry" TEXT, "birthState" TEXT, "birthCity" TEXT, "deathYear" TEXT, "deathMon" TEXT, "deathDay" TEXT, "deathCountry" TEXT, "deathState" TEXT, "deathCity" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "AwardsPlayers" ("playerID" VARCHAR(100) NOT NULL, "award" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "lgID" TEXT, "note" TEXT, "pos" TEXT, PRIMARY KEY ("playerID","award","_year"));
CREATE TABLE "CombinedShutouts" ("_year" BIGINT, "_month" BIGINT, "date" BIGINT, "tmID" TEXT, "oppID" TEXT, "R_P" TEXT, "IDgoalie1" TEXT, "IDgoalie2" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Goalies" ("playerID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "stint" BIGINT NOT NULL, "tmID" TEXT, "lgID" TEXT, "GP" TEXT, "Min" TEXT, "W" TEXT, "L" TEXT, "T_OL" TEXT, "ENG" TEXT, "SHO" TEXT, "GA" TEXT, "SA" TEXT, "PostGP" TEXT, "PostMin" TEXT, "PostW" TEXT, "PostL" TEXT, "PostT" TEXT, "PostENG" TEXT, "PostSHO" TEXT, "PostGA" TEXT, "PostSA" TEXT, PRIMARY KEY ("playerID","_year","stint"));
CREATE TABLE "GoaliesSC" ("playerID" VARCHAR(100) NOT NULL, "_year" BIGINT NOT NULL, "tmID" TEXT, "lgID" TEXT, "GP" BIGINT, "Min" BIGINT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "SHO" BIGINT, "GA" BIGINT, PRIMARY KEY ("playerID","_year"));
CREATE TABLE "GoaliesShootout" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "W" BIGINT, "L" BIGINT, "SA" BIGINT, "GA" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "Scoring" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "lgID" TEXT, "pos" TEXT, "GP" BIGINT, "G" BIGINT, "A" BIGINT, "Pts" BIGINT, "PIM" BIGINT, "___" TEXT, "PPG" TEXT, "PPA" TEXT, "SHG" TEXT, "SHA" TEXT, "GWG" TEXT, "GTG" TEXT, "SOG" TEXT, "PostGP" TEXT, "PostG" TEXT, "PostA" TEXT, "PostPts" TEXT, "PostPIM" TEXT, "Post___" TEXT, "PostPPG" TEXT, "PostPPA" TEXT, "PostSHG" TEXT, "PostSHA" TEXT, "PostGWG" TEXT, "PostSOG" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringSC" ("playerID" TEXT, "_year" BIGINT, "tmID" TEXT, "lgID" TEXT, "pos" TEXT, "GP" BIGINT, "G" BIGINT, "A" BIGINT, "Pts" BIGINT, "PIM" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringShootout" ("playerID" TEXT, "_year" BIGINT, "stint" BIGINT, "tmID" TEXT, "S" BIGINT, "G" BIGINT, "GDG" BIGINT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "ScoringSup" ("playerID" TEXT, "_year" BIGINT, "PPA" TEXT, "SHA" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "SeriesPost" ("_year" BIGINT, "round" TEXT, "series" TEXT, "tmIDWinner" TEXT, "lgIDWinner" TEXT, "tmIDLoser" TEXT, "lgIDLoser" TEXT, "W" BIGINT, "L" BIGINT, "T" BIGINT, "GoalsWinner" BIGINT, "GoalsLoser" BIGINT, "note" TEXT, "rowid" BIGINT NOT NULL, PRIMARY KEY ("rowid"));
CREATE TABLE "TeamSplits" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "hW" BIGINT, "hL" BIGINT, "hT" BIGINT, "hOTL" TEXT, "rW" BIGINT, "rL" BIGINT, "rT" BIGINT, "rOTL" TEXT, "SepW" TEXT, "SepL" TEXT, "SepT" TEXT, "SepOL" TEXT, "OctW" TEXT, "OctL" TEXT, "OctT" TEXT, "OctOL" TEXT, "NovW" TEXT, "NovL" TEXT, "NovT" TEXT, "NovOL" TEXT, "DecW" TEXT, "DecL" TEXT, "DecT" TEXT, "DecOL" TEXT, "JanW" BIGINT, "JanL" BIGINT, "JanT" BIGINT, "JanOL" TEXT, "FebW" BIGINT, "FebL" BIGINT, "FebT" BIGINT, "FebOL" TEXT, "MarW" TEXT, "MarL" TEXT, "MarT" TEXT, "MarOL" TEXT, "AprW" TEXT, "AprL" TEXT, "AprT" TEXT, "AprOL" TEXT, PRIMARY KEY ("_year","tmID"));
CREATE TABLE "TeamVsTeam" ("_year" BIGINT NOT NULL, "lgID" TEXT, "tmID" VARCHAR(100) NOT NULL, "oppID" VARCHAR(100) NOT NULL, "W" BIGINT, "L" BIGINT, "T" BIGINT, "OTL" TEXT, PRIMARY KEY ("_year","tmID","oppID"));
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('elliobr01', 2008, 1, 'OTT', 'NHL', 'G', 31, 0, 0, 0, 0, '0', '0', '0', '0', '0', '0', NULL, '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 148);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('nabokev01', 2002, 1, 'SJS', 'NHL', 'G', 55, 0, 0, 0, 10, '0', '0', '0', '0', '0', '0', '0', '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 149);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('chrisda01', 1981, 1, 'WIN', 'NHL', 'C', 80, 25, 51, 76, 28, '-41', '6', NULL, '1', NULL, '3', '1', '218', '4', '0', '1', '1', '2', NULL, '0', NULL, '0', NULL, '0', NULL, 150);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('maniace01', 1974, 1, 'MNS', 'NHL', 'G', 37, 0, 0, 0, 2, '0', '0', NULL, '0', NULL, '0', '0', '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 151);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('bilodgi01', 1976, 1, 'BIR', 'WHA', 'L', 34, 2, 6, 8, 133, '1', '0', NULL, '0', NULL, NULL, NULL, '10', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 152);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('elynupa01', 1995, 1, 'OTT', 'NHL', 'R', 29, 1, 2, 3, 16, '2', '0', '0', '0', '0', '0', '0', '27', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 153);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('climiro01', 1972, 1, 'OTN', 'WHA', 'L', 31, 12, 19, 31, 2, NULL, '4', NULL, '0', NULL, NULL, NULL, NULL, '4', '1', '0', '1', '2', NULL, '1', NULL, '0', NULL, '0', NULL, 154);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('bellobr01', 1985, 1, 'MNS', 'NHL', 'R', 77, 31, 48, 79, 46, '16', '11', NULL, '2', NULL, '2', '2', '256', '5', '5', '0', '5', '16', '1', '3', NULL, '0', NULL, '0', '16', 155);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('novosiv01', 2002, 1, 'FLO', 'NHL', 'R', 78, 10, 17, 27, 30, '-16', '1', '3', '0', '0', '0', '1', '115', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 156);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('lepinpi01', 1931, 1, 'MTL', 'NHL', 'C', 48, 19, 11, 30, 42, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, '3', '1', '0', '1', '4', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 157);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('ferenan01', 2010, 1, 'BOS', 'NHL', 'D', 70, 3, 12, 15, 60, '22', '0', '1', '0', '1', '0', NULL, '78', '25', '4', '6', '10', '37', '10', '1', '1', '0', '0', '1', '38', 158);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('mcneige01', 1952, 1, 'MTL', 'NHL', 'G', 66, 0, 0, 0, 0, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, '8', '0', '0', '0', '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 159);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('lewicda01', 1951, 1, 'TOR', 'NHL', 'L', 51, 4, 9, 13, 26, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 160);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('ruppdu01', 1968, 2, 'PIT', 'NHL', 'D', 30, 3, 10, 13, 24, '-13', '0', NULL, '0', NULL, '0', '0', '69', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 161);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('morribe01', 1922, 1, 'SEA', 'PCHA', 'R', 28, 21, 5, 26, 18, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 162);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('fichaer01', 2000, 1, 'MTL', 'NHL', 'G', 2, 0, 0, 0, 0, '0', '0', '0', '0', '0', '0', '0', '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 163);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('scottri01', 2001, 1, 'NYR', 'NHL', 'L', 5, 0, 0, 0, 5, '0', '0', '0', '0', '0', '0', '0', '1', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 164);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('rhinebr01', 1976, 1, 'SDM', 'WHA', 'C', 58, 9, 14, 23, 14, '-17', '0', NULL, '0', NULL, NULL, NULL, '66', '5', '0', '1', '1', '0', '1', '0', NULL, '0', NULL, '0', NULL, 165);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('hechtjo01', 2003, 1, 'BUF', 'NHL', 'L', 64, 15, 37, 52, 49, '17', '2', '13', '1', '0', '0', '0', '174', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 166);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('falkju01', 2010, 1, 'MIN', 'NHL', 'D', 22, 0, 3, 3, 6, '-4', '0', '0', '0', '0', '0', NULL, '7', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 167);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('macarcl01', 2009, 2, 'ATL', 'NHL', 'L', 21, 3, 6, 9, 2, '-2', '1', '0', '1', '0', '0', NULL, '30', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 168);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('divisre01', 2005, 1, 'STL', 'NHL', 'G', 12, 0, 0, 0, 0, '0', '0', '0', '0', '0', '0', NULL, '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 169);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('worslgu01', 1972, 1, 'MNS', 'NHL', 'G', 12, 0, 1, 1, 22, '0', '0', NULL, '0', NULL, '0', '0', '0', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 170);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('kornji01', 1981, 2, 'TOR', 'NHL', 'D', 11, 1, 3, 4, 44, '1', '0', NULL, '0', NULL, '0', '0', '10', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 171);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('howego01', 1956, 1, 'DET', 'NHL', 'R', 70, 44, 45, 89, 72, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, '5', '2', '5', '7', '6', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 172);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('gainebo01', 1974, 1, 'MTL', 'NHL', 'L', 80, 17, 20, 37, 49, '23', '1', NULL, '0', NULL, '2', '0', '132', '11', '2', '4', '6', '4', NULL, '0', NULL, '0', NULL, '1', NULL, 173);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('murphmi01', 1977, 1, 'LAK', 'NHL', 'R', 72, 20, 36, 56, 48, '-1', '7', NULL, '0', NULL, '6', '2', '207', '2', '0', '0', '0', '0', NULL, '0', NULL, '0', NULL, '0', NULL, 174);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('finnst01', 1993, 1, 'QUE', 'NHL', 'D', 80, 4, 13, 17, 159, '-9', '0', '1', '0', '0', '1', '0', '74', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 175);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('lumleda01', 1981, 1, 'EDM', 'NHL', 'R', 66, 32, 42, 74, 96, '12', '4', NULL, '1', NULL, '6', '3', '148', '5', '2', '1', '3', '21', NULL, '0', NULL, '0', NULL, '0', NULL, 176);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('babycda01', 1985, 1, 'WIN', 'NHL', 'D', 19, 4, 12, 16, 14, '-1', '2', NULL, '0', NULL, '0', '0', '53', NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 177);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('bouchbu01', 1954, 1, 'MTL', 'NHL', 'D', 70, 2, 15, 17, 81, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, '12', '0', '1', '1', '37', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 178);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('nemirda01', 1996, 1, 'FLO', 'NHL', 'R', 39, 7, 7, 14, 32, '1', '1', '1', '0', '0', '0', '1', '53', '3', '1', '0', '1', '0', '-2', '0', '0', '0', '0', '0', '4', 179);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('duponje01', 1983, 1, 'CHI', 'NHL', 'D', 36, 2, 2, 4, 116, '-11', '0', NULL, '0', NULL, '0', '0', '28', '4', '0', '0', '0', '15', '1', '0', NULL, '0', NULL, '0', '1', 180);
INSERT INTO "Scoring" ("playerID", "_year", "stint", "tmID", "lgID", "pos", "GP", "G", "A", "Pts", "PIM", "___", "PPG", "PPA", "SHG", "SHA", "GWG", "GTG", "SOG", "PostGP", "PostG", "PostA", "PostPts", "PostPIM", "Post___", "PostPPG", "PostPPA", "PostSHG", "PostSHA", "PostGWG", "PostSOG", "rowid") VALUES ('lindste01', 1952, 1, 'DET', 'NHL', 'L', 70, 32, 39, 71, 111, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, '6', '4', '4', '8', '6', NULL, NULL, NULL, NULL, NULL, NULL, NULL, 181);
