CREATE TABLE `runs` (`run_at` TEXT, `max_rowid` BIGINT, `reviews_added` BIGINT, `rowid` BIGINT NOT NULL, PRIMARY KEY (`rowid`));
CREATE TABLE `podcasts` (`podcast_id` VARCHAR(100) NOT NULL, `itunes_id` BIGINT, `slug` TEXT, `itunes_url` TEXT, `title` TEXT, PRIMARY KEY (`podcast_id`));
CREATE TABLE `reviews` (`podcast_id` TEXT, `title` TEXT, `content` TEXT, `rating` BIGINT, `author_id` TEXT, `created_at` TEXT, `rowid` BIGINT NOT NULL, PRIMARY KEY (`rowid`));
CREATE TABLE `categories` (`podcast_id` VARCHAR(100) NOT NULL, `category` VARCHAR(100) NOT NULL, PRIMARY KEY (`podcast_id`,`category`));
INSERT INTO `podcasts` (`podcast_id`, `itunes_id`, `slug`, `itunes_url`, `title`) VALUES ('ddd6bd999f20dda62b9354db12ccd4c3', 484973315, 'classical-minutes-musical-skills-motivation-tips-insights', 'https://podcasts.apple.com/us/podcast/classical-minutes-musical-skills-motivation-tips-insights/id484973315', 'Classical Minutes: Musical Skills and Motivation | Tips and Insights | Instrumental Coaching | Onlin...');
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f8d9e975bde74464ecf51dd20bbcffd9', 'Great value', 'Great content and very entertaining show', 5, 'AE23C0C47042905', '2014-11-10T23:44:57-07:00', 142);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('cdfde2f0fa34e59feb2b1b217b4d19f3', 'My favorite podcast', 'Sandra I feel like we are friends.  I just love this podcast and you always ask the same questions I would ask.  Thank you for doing what you do.  It makes my day when I know their is a new episode.  Love and light to you.', 5, '523CCAC03032E58', '2017-12-28T12:20:33-07:00', 143);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('bf5bf76d5b6ffbf9a31bba4480383b7f', 'Got old fast', '1) Plagiarism 2)scripted 3) same format each episode\n\nLiked the show at first and now realize the crime podcasts I love are from journalists who actually investigate/interview people. I do not recommend this podcast.', 1, '57A4D9568999B1E', '2020-01-10T21:03:14-07:00', 144);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c46849fea7dad4653131ca16977da152', 'Finally', 'Finally a man with some common sense. All of these negative reviews are from people who cannot handle the truth. When he interviews people, he asks them tough questions and requires them to back up their opinions with facts. If that is “mistreatment”, then the snowflakes better pull their panties up and grow a set of marbles. Because this is the real world and these are the questions that need to be answered by people crying racism and sexism. Either back up your “facts” or they are not facts. They are opinions.', 5, 'BEE8C1A4C0DDDF9', '2018-07-12T22:45:14-07:00', 145);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('a931158d2efcc31a2d9a01f8bd83c0bb', 'Learning the systems', 'I have just stared to listen to Ravi but he seems like he is on top of his game. I have been working in a multitude of jobs and want to find my way out of the grind! Let’s get it done Ravi!', 5, '2A040F834B03F7C', '2022-02-28T10:18:54-07:00', 146);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ddeacd6dde704d2c793e6fc59fb5be85', 'Boardman gets paid', 'Sonny is the man!!!!  Fantastic and unique podcast .', 5, '960B9E604D16B7B', '2020-03-08T23:08:09-07:00', 147);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('b85f10275a4fa2f1fa780f7ff686cdf7', '!!!', 'Biggie doing BIG things🤩', 5, '84D83096D3DC8FF', '2020-08-01T11:18:08-07:00', 148);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('b08ac2e548d9db482d23f1034bee8887', 'Great new podcast', 'Already started listening and I have to say this is a great new podcast. Interviews real everyday athletes about where they train, how they train, and what motivates them. Looking forward to finishing season 1.', 5, '259AD39B943A92D', '2017-12-04T09:48:59-07:00', 149);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('d1723fbb1a5d61aa340611e80843503c', '10/10 would recommend', 'Been listening/watching since episode 1, haven’t missed an episode since. \n\nLook forward to watching every week!', 5, 'DF9746655CD93A8', '2018-10-30T15:19:14-07:00', 150);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e2af74502e0e78b9afd2dfe97a8a064c', 'Stop Butchering the English Language', 'At first I enjoyed listening to the podcast, if only for the variety of guests the host has on her show as well as her format. However, I’m getting fed up with all of her mispronunciations (examples off the top of my head are: macabre, scion, piety, myriad, comparable). It makes it hard to listen to the podcast. I know a lot of people often only read words and not hear them spoken, but maybe those people shouldn’t be podcasting? \nIf you’re not sure about the pronunciation, you can Google the word plus pronunciation (example: scion pronunciation) and listen to it read aloud.', 2, '389482900FF2365', '2020-07-13T14:54:29-07:00', 151);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c3261ca8ad4c79f99ce116e64ba7a1a4', 'Uplifting podcast', 'Really enjoyable and uplifting to listen to!', 5, '728496A0B5BD4CB', '2021-11-12T08:26:46-07:00', 152);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f5203733b13d68ebba5762f608d873ab', 'Interesting, but ...', 'Interesting podcast, but earlier incarnation was better. A few too many mistakes. Fairly obvious this is recorded in a rush without much editing', 3, '5FB432D9EDC42AE', '2020-01-02T11:49:12-07:00', 153);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e13a2d17c077bc5002c4ccb67455c99b', 'Amazing Tips!', 'Loved listening to Stephanie! Her tips are so helpful and her beautiful heart is so evident by listening to her!', 5, 'B1365670308C193', '2020-09-05T04:30:32-07:00', 154);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('bdcc50494948e05ab80eb734e1f778d7', 'They’re okay.', 'It’s not a bad podcast. One guy is the wealthiest and most famous media personality in the Bay, and the other hates a certain wide receiver that used to play at Oklahoma. Maybe it’s because he graduated from Ohio State and isn’t afraid to let people know it all the time.\n\nIn all seriousness, it’s a great pod and I feel more knowledgeable about the Niners when I’m done listening. And I’m not even a Niners fan (love our Dolphins). Chris and Kyle work well with each other, and Kyle’s cats always add to the pod’s ambience (shout Steph Purry & Catrick Willis).\n\nKeep it up, I always look forward to new episodes.\n\nMailbag question: Chris, would you have left the podcast and the Sacramento Bee if San Francisco draftee CeeDee Lamb?', 5, '574FA327181EF6F', '2020-06-01T12:34:42-07:00', 155);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c6ad4b79a33814ce8a1f108b4c402535', 'I want to be Simone, basically.', 'I can''t believe how good it is.', 5, '43BE2510B4EDAD7', '2017-06-24T11:51:06-07:00', 156);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e62d7dcc0997ca5fc993de9499fba33f', 'Good Stuff', 'Just found a new favorite podcast. If you liked the tv show Firefly you will probably like this.', 5, '2C800CBAC976566', '2019-01-15T10:34:56-07:00', 157);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ac6e4de67db64fd67f3f79f10a3f0bbe', '❤️❤️❤️❤️❤️😡😡😡😡😡', 'I 💕 www. But STOP 🛑 WITH THE ENCORES 😡 P.S somebody else wrote stupid in her review… P.S.S please write an episode about Martin Luther king', 4, '97A17EA89F090FF', '2022-08-10T13:53:03-07:00', 159);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('bf5bf76d5b6ffbf9a31bba4480383b7f', 'Love!!!', 'I work 12 hour shifts on my feet and you both seriously get me through my shift. So glad I was referred by a friend cause it really changed my life. Not just at work but made me become more self aware for myself and for my sons. ❤️', 5, '2397A587DD39780', '2021-08-01T18:41:45-07:00', 160);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('be3dc11b97b963b74b0b791788292aeb', 'not to sound angry but !!!BEST PODCAST EVER!!!', 'Hey Brad, hey Jake it’s Noah and I just wanted to right another review I don’t know if you’ll see this but I had a question for you guys, episode 100 is coming up and I wanted  to know if your doing anything cool during the episode because I would say that episode 100 is an achievement. I have one more question me and my friends are trying to find a way to make money but we can’t think of anything so i wanted to know when you guys were teenagers did you try to make money and if you did what did you do. P.S. do you guys have any ideas of what we can do to make money that would also be fun. Bye bye', 5, 'DBDA589D6A19530', '2021-02-11T14:23:37-07:00', 161);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f4226fb3a65c83b507b7de541a924e6d', 'Great Podcast for Young Christians', 'This podcast is amazing. Instead of other Christian podcasts that try and force-feed their listeners holier-than-thou lessons, Nick and Pat are just Christian guys that want to talk about Christianity within the context of young adult life. When I listen to these guys talk, I get a real geniune connection with almost everyting they talk about. I highly recommend giving this podcast a listen.', 5, 'BBDDC41FE4B58EF', '2009-08-08T19:25:27-07:00', 162);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e04705f7f80237d846dfbf1d63df956a', 'Grown ups', 'Really funny movie i want to get straw berry wasted', 5, '0357819EDE4AC29', '2011-04-18T20:13:55-07:00', 163);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f5fce0325ac6a4bf5e191d6608b95797', 'The truth, I’m tired of the lies the word craft,the woke cancel culture', 'An honest rebuttal to the lefts lies.', 5, '8424F67F6A807F2', '2022-08-03T19:09:05-07:00', 164);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c3f080cc393035a81d4ac7c7bff1c6c1', 'My thoughts', '(This is a really long review) I absolutely love this!!! I think that it needs more episodes I think that my favorite episodes are 🦇 vs. 🦉 and 🐈 vs. 🐕 I also love castle vs. caves. You need to listen to this right now! if u haven’t listened to this I feel bad for you. So get listen if you haven’t!!!! I can’t wait for season 3! Also, an episode suggestion is science vs. math(science wins), DC vs. Marvel(Marvel wins), gymnastics vs. dance(gymnastics wins), volleyball vs. basketball(volleyball wins), Roblox vs. Minecraft(Roblox) and dancing vs. singing(tie so far). So you should try that out! I hope you like the suggestions! my ideas are also 🐴 vs 🐮(horse wins) 🦁vs🐯(lions wins) and 📝vs⌨️(writing wins). I hope everybody enjoys this and PUT JOY ON MORE!!!!!! Did I mention I LOVE this podcast!!??❤️💝💗💓💖💞💘💕💜❣️💙💚💛🧡💟😍🥰😘 oh also how do you get to be a judge on this? I REALLY want to🤪 Make an episode every week please! Haven’t updated since September 25! Oh, and btw Athena isn’t the goddess of war, it’s battle strategy! Ares is the god of war!!! This just annoyed me cuz I’m obsessed with Greek mythology😂', 5, 'BFD75838B959A33', '2020-05-28T21:27:10-07:00', 165);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('cb8476f901dce43c3f4addb261d63c42', 'One of the best shows out right now bar none', 'Excellant show. Anybody can listen and be entertained. I like this show better than the video game show.', 5, '262AD8043A2A22C', '2008-05-05T21:40:58-07:00', 166);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('dfef0bcb6a279cc96d0cc2f8372b4d38', 'Totally addicting!!', 'An awesome listen from episode one! I am totally hooked and can’t wait to listen to the next episode! 😁', 5, '0D0FBB06FB22DDB', '2019-10-02T07:30:37-07:00', 167);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ddd451a18055f0108edf79f8c3c9bf15', 'To Eric', 'hey I just wanted to say a question what if I turn into a unicorn at school when I got mad', 5, 'DD3C9B95D235FB5', '2020-07-17T20:03:09-07:00', 168);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('dd4e025b10818e7546db8d7eb51e75e7', 'Best if you listen from the beginning', 'You will not be disappointed! The only podcast I look forward to listening to.', 5, '7EE57B845D345F2', '2016-06-07T08:33:04-07:00', 169);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c8bde52bde033bac86f0892998f7c062', 'New listener', 'My 3 favorite things: comedy, sports and true crime. Great show and hilarious guys', 5, '6D43940BE6F3C8A', '2020-02-26T15:34:55-07:00', 170);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('dfe15d22095b6a30bb68f5128fdb04fd', 'Worth The Time', 'Thoughtful and intellectual consistent.', 5, 'BD7991F3664323E', '2020-08-30T22:21:58-07:00', 171);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c9dfe9341bf523ea23b733a8b0f4ea5f', 'Great', 'Great podcast. I wish they''d do more than one episode per week. Scott should have his own pod. It''s a crime that he''s on for just a few short minutes. Come on Scott! Do it for the children!', 5, 'E5D6400B0960D52', '2016-03-23T09:58:25-07:00', 172);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c4a1b7b130861bf34318d13aafd8ca2e', 'Loving Black Moms Chat!', 'Ok this podcast is ALL the things! I can’t tell you how much I enjoy listening to you ladies while I make Target runs and take care of my little one. I stan you both and all the episodes! Keep up the Mom-tastic work!', 5, '17B88A511D5ACFF', '2021-04-07T09:46:45-07:00', 173);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('b14eea81d592ef8d4c477ad9213f6d89', 'so in-synch', 'Every time I listen to her episodes it’s exactly what I need to hear. I think we all know what we should be doing at heart but sometimes we forget, and she is so great at giving you those words to remember. Simple and easy to comprehend. Listening to her episodes can easily pull me out from a lower state of mind, which even gives me energy. Really thankful I found her 🙏🏻 AND I’m happy to see such a positive movement she’s helping bring to the world 💜', 5, 'EA7526934B0EB6A', '2022-08-12T06:46:55-07:00', 174);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c6d9cef82273be2761afa8d0604e4705', 'Lots of engery!', 'Stu loves this sport and it really comes out in his PodCasts.  Thanks for the encouragement you bring  to the sport we love!', 5, 'DE92FC55F30A383', '2006-11-10T05:14:47-07:00', 175);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('bc589aad799cd81194a4f423dd7fc37d', 'SEC Analysis for the SEC Fan-atic', 'If you love the SEC and have been called a “fan-atic” at any time in your life, this is the show for you.  P & P talks about the games from the perspective of actual SEC fans.  It presents thorough analysis of the players, their staffs and other “fan-atics”.  If you’re not careful you could learn more about all the teams in the SEC not just the teams that you regularly follow.  I try never to learn anything new but with this show I’m doomed forever with SEC inside football knowledge ;-)\nThanks P & P podcasters!', 5, '02C7890C21DD860', '2017-10-20T07:14:59-07:00', 176);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ecc9cbdd97e11b5fdd8e4d8c28f1fc04', 'Stellar Content', 'Very impressed with the guest selection and love the banter between the brothers. Hoping for new episodes soon!', 5, '3189FA94B7296B8', '2019-07-17T10:27:26-07:00', 177);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('cba1d69e9cb4735d6453104c20230da3', 'The Funny Business', 'Dweck & Drucker are the hosts of this podcast which looks into the lives of fellow comedy writers and performers who each already know a part of how to be a person. Hijinx ensue. I love it.', 5, '00CA0083EAC6A76', '2016-02-12T23:11:29-07:00', 178);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('a0de3aa8984ad983f475e03588225a12', 'Can''t wait to listen!', 'Love Caterina Fake, and can''t wait to hear this show!', 5, 'EB120E42CE8127A', '2019-01-25T09:03:31-07:00', 179);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e6eef5e512a7a57211b25816cda59f87', 'favorite ritual', 'My favorite podcast and start of the day!! Love these two ladies, so inspirational and I’m thankful forever that you two started this podcast! I love waking up, doing my yoga stretches, smoking a bowl and listening to these beautiful words every week. Thank you thank you. -kiyah_woodward ♥️✨👁🌀', 5, '20536547EBC4C96', '2020-02-18T12:36:45-07:00', 180);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ec0e6e330d542a92cb666258f1ea6e43', 'The Woman You Need to Hear', 'I have many God winks happen to me and I try hard to pay attention to when he nudges me (winks) so I can be lead to what he wants for me. That wink was in the form of Stefs message through her podcast. Relatable, reliable, funny and business savvy she has inspired me to continue chipping away at the podcast world. This is a must listen and share! I hope to have her on my show one day as we can sport the twinning with our wing ding hair! Xoxoox', 5, 'EF57CFF51C0B093', '2019-09-15T09:15:35-07:00', 181);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f9e6971280b2d5f55cb10f724b7cd3c9', 'Good Interviews', 'Heard about this podcast through Joe Rogan Experience. Andy has a good thing going, good interviewer with a wide open platform. Keep it up.', 5, 'C1226B4C104D59B', '2020-05-25T14:46:10-07:00', 182);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e87cebeb33762a0fd09345bf468f6494', 'Envigorating', 'The inlightenmentvthat this brings is stupendous the way that there is food and video it’s like a movie because of the love story. Your voices intermingle in a quilt of precious honey like sound. SO BEAUTIFUL!?!?!?!!?!?!?!??', 5, '7DE52105F941B82', '2019-11-25T11:50:55-07:00', 183);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('dcc9dc0b4f957b04a0024f6c905bc977', 'Just like the family round table', 'So real, so uncut, so unfiltered!! It’s like sitting with family at Sunday dinner and just talking about life! Everyone’s opinion is right!! I love The Thread Live and each person’s personality and what they bring to the show!! Keep those episodes coming!! \n\nBTW....Episode 40 was everything!!', 5, '481697896C54461', '2017-11-02T07:21:23-07:00', 184);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('d4d35fad71d7a03c70ae90840761e422', 'Adam is Jesus', 'Mwah cliché Adam. U r god 👌. U r fire my man!🔥💯👌btw 💔rip xxx rip💔', 5, '7533A98FA4C1CD8', '2019-08-22T20:24:09-07:00', 185);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('a6ab5f9b9f49e46dac1408b00967ec68', 'Superbly suspenseful', 'Definitely going to make the rounds for my Halloween playlist.\n\nAlso, when I listened to part five I recognized the tune from Victoria’s Lift and I was like ‘uh oh Ichabod...get ready to get heckin’ spooked!’', 5, '3FECA825C06586C', '2022-07-10T18:26:14-07:00', 186);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c7051710979715f2d40aaecacc9ce3f3', 'Coach K Episode', 'LOVE your podcast Aaron!! Always have, 5 stars all the way. But....... really hard to listen about the poor coaches with no time off and going to the pros for that reason. Just hard to listen to when most folks like myself are out here working 50-70 hours a week and lucky to get two, maybe three weeks vacation each year.......  making 60k and not 6-7M.', 5, 'E6FD5806355EF3F', '2021-06-03T12:33:26-07:00', 187);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('c0ab7ba2cae605efe3feba4551851308', 'Great Podcast!!', 'Really enjoying Matt''s deep dive into the art of working as a professional editor. I always learn something new.', 5, '1FB97EFD505C167', '2019-08-20T11:00:26-07:00', 188);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('cd42acdca39ec98e40ddcd3b1a272f00', 'My favorite!', 'I love listening to you guys! I’m pretty sure I spend most of my days listening & laughing!\n\nAlso, I still almost have a heart attack when I hear stories about my town or surrounding towns!! You guys are the absolute best. :)', 5, '7F934C8FF71DF86', '2020-07-02T11:08:40-07:00', 189);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('b1be93efba5740bdea58e860b33866e7', 'Great resource for women entrepreneurs', 'I recently “found” Ruth & her podcast and have been working through listening to them all - such good information and encouragement! I highly recommend them to anyone working on their own business or side hustle. She graciously but seriously digs in on a whole range of topics and doesn’t try to shove everyone into a one size fits all bag or preach that she’s got all the answers as some business mentors do.', 5, '007E9FF62755EAC', '2019-08-02T10:33:46-07:00', 190);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('b7bdf547e527570ca17555c7df3a683b', '#NaFRFR', 'Some of the MOST down to earth dudes that have ties in the hip hop media/entertainment industry. Entertaining brothers with a dope ability to bring the best out of the artists and industry exects that you never thought would drop their barriers. Tune in - one day I''m gonna be on their show, but I''m gonna want dinner. #NaFRFR', 5, 'CAD69F9886A3C61', '2016-12-14T06:47:44-07:00', 191);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e6568415fd1b0c32cbefbb4cb6dc78d2', 'Life Changing 🌱', 'I first heard about this podcast from a friend. Before listening to MM, I felt lost and didn’t understand why I felt or reacted to certain situations in my life. I always knew I absorbed and felt others feelings, but listening to MM has helped me understand. I can now say I am an empath and recovering. I am not sure what color or colors I am, but I hope to find clarity through the podcast. Although, I know it is going to take time for me to learn how to protect myself and also help others. I know I can count on this podcast to guide me through my spiritual journey. Thank you MM💙💙💙', 5, 'B52B3F452277877', '2020-06-24T18:28:42-07:00', 192);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e162def42696b286780d183cb723d076', 'Love the show, not the title', 'I’m really enjoying the show, but the title is misleading. I think a lot of the negative feedback so far (it’s not what I thought, etc) is probably for that reason. It isn’t what I expected either, but that’s ok...I’m still listening.  There are a lot of news recap shows already, so this is a great departure from that.', 4, '98BEC69B8D1E989', '2018-03-08T04:50:52-07:00', 193);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('fb4082f52df550a80cb35747c85a7845', 'Enterprise', 'Since I have been missing Star Trek alot lately, I have been rewatching all the series. At the moment I am watching Enterprise (finished DSN a month or so ago). I am currently on season 2 ep 9. So listening to Warp 5 is just wonderful, I get to hear all the comments  on stuff I am watching, or just watched and best of all get to listen to folks that love Star Trek as much as me. I hope soon to be soon able to provide a little financial support each month. So until Paramont/CBS get there act together and give us some new TVish Star Trek every week, \"Make Mine Trek.FM\"', 5, '828BD59E044B58A', '2014-11-02T13:59:00-07:00', 194);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('cd8ef6fb0b70d6ba2dd4f1ebe2f3c892', 'Beyond the Beyond', 'Less is more: Making 1 STAR reviews the new 5 STAR.  Turning reality on it’s head and cultivating curiosity.  Space Court is...', 1, '1FE6F1DF6C93448', '2020-01-03T14:56:28-07:00', 195);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('eb854999746443030103bb42290affb1', 'Frank, funny, comforting', 'The conversations between Dana and her companions are intimate and warm, comforting and provocative. They inspire me to re-examine my history and relationship with my late mother, and to ponder what I might find in that exploration to enrich my ties to her. What about her do I miss? What do I remember about her relationship to my grandmother? What do I want to impress on my daughter before she inevitably loses me? A great podcast, made better by Dana’s voice and truth-seeking.', 5, '07CD387757956C7', '2021-07-19T15:52:33-07:00', 196);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ed4be67bf3a362565c08d9ec968752f3', 'Best Podcast Ever', 'Getting to experience Game of Thrones through the eyes of two talented San Francisco comedians makes this unlike any other Game of Thrones podcast on the web. These two gentlemen have amazing comedic chemistry with one another and will have you rolling on the floor in a fit of uncontrollable giggles.', 5, 'C93043184371710', '2016-06-13T07:29:22-07:00', 197);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('ea24e9c35a686590d2f6a5465a6ae5b1', 'Amazing Interviews from Creatives', 'This is a MUST LISTEN TO podcast for artists and art lovers. These podcasts provide a wealth of knowledge from other fellow artists. I highly recommend it. Great job Jim!', 5, 'B7E47746591ABB0', '2017-05-09T11:39:59-07:00', 198);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('e1ea7202f73ddec877b19a255d087b3e', 'The Best Review', 'Oh. My. God. Brett look at this review it is so great. Just like this podcast. When I heard that the meme king himself was hosting his own Bach podcast, I immediately subscribed.  This podcast has become one of my absolute favorite Bach podcasts to listen to. Brett and Camila keep it real. Thank you so much for using your platform to be the greatest bud of all time!', 5, '8571CFD419E748D', '2021-06-08T06:57:44-07:00', 199);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('d17f0a83d06c3d9aaba5a3e92ded8b1c', 'Great podcast!', 'I really enjoy listening to this podcast.  Great info and interesting speakers.  I love the blend of business and medicine.', 5, '84E38E4FEEB7267', '2021-12-14T05:56:31-07:00', 200);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('dc2a5e4d8c6ce5cb36f238e0f34b4fd3', 'I listen for Yancy!', 'This has become my favorite podcast! Chris and Yancy have great chemistry and always makes me laugh and think about things in a new light! \n\nProps to Yancy and his taste in movies and music! I feel like everything he recommends or talks about is my favorite!', 5, 'A25F059B3399D69', '2018-09-16T14:34:54-07:00', 201);
INSERT INTO `reviews` (`podcast_id`, `title`, `content`, `rating`, `author_id`, `created_at`, `rowid`) VALUES ('f93abf75f151870009e766af181dd98a', 'Pursuing Positivity', 'This is why she is my best friend in my head. She hits the nail on the head and articulates experiences and thoughts in such a way that is palatable for many. This one hit home as I’m working with my therapist on thriving vs. surviving. Also I had an ex that was positive to a fault and attempting to push The Secret and other things on me that felt like he was negating our overall experience as Black folks. I have the ability to acknowledge the truth while being focused on solutions. My anxiety does have a way of catastrophizing at times but I’m on a journey! Keep it coming.', 5, 'E6E80175932EE5A', '2019-03-28T05:43:14-07:00', 202);
